plate,well,f_site,bf_site,f_nuc_path,bf_nuc_path,f_ref_a,f_ref_b,f_ref_c,f_ref_d,bf_ref_a,bf_ref_b,bf_ref_c,bf_ref_d
P015098,J20,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J20_s5_w19B1B9E9C-0C80-4AA3-B799-1C43133CE428.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J20_s3_w10235803C-78CD-4884-B6BD-53556EDCFF79.tif,0,-3,2,2160,3,2160,0,-2
P015098,J20,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J20_s6_w139643E2C-6EA0-43AA-9316-AEB90DD07345.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J20_s4_w1F33DB0D3-437A-49F2-9454-896699F2D9CB.tif,0,-3,2,2160,3,2160,0,-2
P015098,J20,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J20_s8_w130D60E48-C577-4ED7-B99C-374CEB0F8C3C.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J20_s5_w119F9829D-9435-41C8-B0EA-A3674C95D436.tif,0,-2,2,2160,2,2160,0,-2
P015098,J21,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J21_s2_w12FD0EDE5-8CA0-417C-B8EF-3A913F821A3E.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J21_s1_w1EE1DA759-357A-4A02-87E6-AA6497801750.tif,0,-3,4,2160,3,2160,0,-4
P015098,J21,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J21_s4_w1E44B9213-364C-4A8E-9BDE-54B06F5BCC8C.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J21_s2_w186C2565F-96FC-484A-8C87-1554549F0B7C.tif,0,-2,3,2160,2,2160,0,-3
P015098,J21,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J21_s5_w18CB16005-EC90-4F3F-BD1A-1B29A970C7AD.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J21_s3_w12866281D-25DE-4FC5-BF21-0BAD5B7C2C4D.tif,0,-3,4,2160,3,2160,0,-4
P015098,J21,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J21_s6_w1DC197A9B-56D4-4161-9709-AA0BFAB26894.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J21_s4_w144DB5F72-0DAA-47B4-9275-BACBE320922D.tif,0,-3,4,2160,3,2160,0,-4
P015098,J21,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J21_s8_w1CA8785BB-14CE-4902-9FDC-D92C763D151E.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J21_s5_w120635CC0-0F76-4A2B-979B-BC489468A4C7.tif,0,-2,3,2160,2,2160,0,-3
P015098,J22,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J22_s2_w18E265EE6-43C1-4E52-8D37-8045D9B2F6C3.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J22_s1_w17F244CF8-17B0-4714-8647-C719B92C5133.tif,0,-4,6,2160,4,2160,0,-6
P015098,J22,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J22_s4_w164405E22-061C-4B2E-9236-3F95F41C38C4.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J22_s2_w1F0573A6F-B747-490A-BBE1-4FBEDBC511F2.tif,0,-3,5,2160,3,2160,0,-5
P015098,J22,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J22_s5_w1921D4FE3-B9D2-406B-89FC-F2BB799CFA53.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J22_s3_w1801FCC73-5A81-42B6-804D-D9AE7F618449.tif,0,-3,5,2160,3,2160,0,-5
P015098,J22,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J22_s6_w1053703DA-2F8C-4DC5-974F-25FE42363DA8.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J22_s4_w16A26632B-720B-4DA3-98DB-8D3ADBEC059E.tif,0,-3,6,2160,3,2160,0,-6
P015098,J22,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J22_s8_w1F42A198F-B77D-480D-AFC3-58BAAC57B24E.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J22_s5_w123E7DC95-54A4-4987-A1AA-8B376D9F5EBB.tif,0,-3,5,2160,3,2160,0,-5
P015098,J23,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J23_s2_w11766A48E-B023-4716-9FB4-671E2FB40255.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J23_s1_w145556369-9599-458D-8418-1C81A2BE9D12.tif,0,-3,7,2160,3,2160,0,-7
P015098,J23,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J23_s4_w1C38A3B8B-8E52-434D-8A23-B13493498E57.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J23_s2_w16CA4C9A9-F385-43E2-AC74-323B3AD66C25.tif,0,-3,7,2160,3,2160,0,-7
P015098,J23,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J23_s5_w10DAAA2FB-D318-459F-AD29-FD781D897A27.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J23_s3_w1B3AB7E49-9AF0-4D82-80E7-0412262198FF.tif,0,-3,7,2160,3,2160,0,-7
P015098,J23,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J23_s6_w101F89B4A-9593-47AB-A890-1110E0934B81.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J23_s4_w14DA7C58D-2755-415F-8F68-016A17A818A0.tif,0,-3,7,2160,3,2160,0,-7
P015098,J23,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_J23_s8_w126323A71-C082-46CA-83B3-127AEBBEA21E.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J23_s5_w19A6B402D-BB91-49EF-815B-751CC61825B3.tif,0,-3,7,2160,3,2160,0,-7
P015098,K03,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K03_s2_w197C17798-3DB7-4B75-ACCA-89003585D6A3.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K03_s1_w12B36EC54-4963-4C36-86E5-12AE7C456EA2.tif,0,-2,0,-30,2,2160,30,2160
P015098,K03,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K03_s4_w128D2D3E8-73FF-4D4F-8DEE-374E29A52390.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K03_s2_w1ED6FFFFE-5570-40B1-87CA-C8D61DB5FD07.tif,0,-3,0,-30,3,2160,30,2160
P015098,K03,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K03_s5_w1AC3DACBC-D591-49E0-BF3E-E0C5CACC3836.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K03_s3_w174C96666-B822-494D-B534-81FC83929685.tif,0,-3,0,-30,3,2160,30,2160
P015098,K03,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K03_s6_w17CD9D159-7F59-442C-A611-36095FB05F1C.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K03_s4_w14983F9E3-020F-4EF6-B638-37F0C03FF618.tif,0,-2,0,-30,2,2160,30,2160
P015098,K03,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K03_s8_w1435572FC-5E2E-4427-BE7D-1D96169ACAF1.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K03_s5_w171EF2903-AD0E-463F-A21F-8C377DE6F0F8.tif,0,-2,0,-30,2,2160,30,2160
P015098,K04,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K04_s2_w1A84AC3D2-5643-47B3-9E4A-14AAC0F285BB.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K04_s1_w141107431-0926-487C-B75F-11F7C2F16085.tif,0,-3,0,-28,3,2160,28,2160
P015098,K04,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K04_s4_w13F314847-93AF-488C-B116-10FFD350E196.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K04_s2_w1711E6E82-F9C7-468C-B780-FDB8895AF1F2.tif,0,-2,0,-28,2,2160,28,2160
P015098,K04,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K04_s5_w1A85C7487-F944-40C7-8F90-32189D0AA717.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K04_s3_w15A724E79-469C-43F7-9DB1-94DE590D36DB.tif,0,-3,0,-28,3,2160,28,2160
P015098,K04,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K04_s6_w1B4674F43-9BF5-4B10-8315-AC1660341BFE.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K04_s4_w1ED8E5464-DC9E-45F8-8B6B-BE4BF37C5036.tif,0,-3,0,-28,3,2160,28,2160
P015098,K04,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K04_s8_w1B053FEBB-FB61-4EDF-8854-EE112EE16A02.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K04_s5_w1EE2DA8AE-5C16-41C0-BEF2-9FE7C13C2D65.tif,0,-2,0,-28,2,2160,28,2160
P015098,K07,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K07_s2_w19FF2CA58-5E3D-4875-9592-5FDB38233BCC.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K07_s1_w14B3B3157-0141-431A-BF3B-E54FA20A7B0C.tif,0,-2,0,-23,2,2160,23,2160
P015098,K07,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K07_s4_w119F856F2-08BC-438E-A1CA-5978B8EE95C2.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K07_s2_w1DE78E4A1-0DE3-4157-B282-8A606F94B424.tif,0,-1,0,-23,1,2160,23,2160
P015098,K07,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K07_s5_w1EADE8244-8EA3-4C67-AFE2-14FBCD048CEB.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K07_s3_w1D64F888A-831E-4851-9FF3-6139DDF3221B.tif,0,-1,0,-23,1,2160,23,2160
P015098,K07,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K07_s6_w112D123AB-6C3A-418D-853B-25DA38ABB8D4.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K07_s4_w1B25B8A91-1517-4AC3-B325-6D0C1A52B19F.tif,0,-2,0,-22,2,2160,22,2160
P015098,K07,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K07_s8_w140662E4F-CAB9-4622-A601-7EC75A85AC4E.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K07_s5_w13A5B273E-5552-41E2-97C8-F576012722A3.tif,0,-1,0,-23,1,2160,23,2160
P015098,K09,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K09_s2_w12BA62578-D65D-4C1B-89E3-0219108CF247.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K09_s1_w1CCFEF87B-9F74-49DF-903F-2AA3D43890D4.tif,0,-1,0,-19,1,2160,19,2160
P015098,K09,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K09_s4_w1FCA0BE38-9615-493A-8F9B-FBD18F934B9C.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K09_s2_w1D70B33B9-2377-4E49-B272-7D2E2EC84E11.tif,0,-1,0,-19,1,2160,19,2160
P015098,K09,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K09_s5_w157A89924-4904-4D44-8919-CD2DEA036AA9.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K09_s3_w1E30C5F98-BC81-45C9-9187-1C28F1A87775.tif,0,-1,0,-19,1,2160,19,2160
P015098,K09,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K09_s6_w1DA626955-D0E3-4F44-A9C8-62E046517E7F.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K09_s4_w1CECEBB7C-D419-496D-AED8-D724B04029F1.tif,0,-1,0,-19,1,2160,19,2160
P015098,K09,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K09_s8_w19B1CFD27-BC39-492D-A821-274013762337.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K09_s5_w1C88760D1-6C9E-46D1-8376-D84966E3ECE4.tif,0,-1,0,-19,1,2160,19,2160
P015098,K14,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K14_s2_w127F98FD9-5650-47B6-8D8A-CBACFB0E8085.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K14_s1_w1AFD3128A-84D0-4E1A-9B8C-15031E0C6A21.tif,0,2160,0,-9,0,2160,9,2160
P015098,K14,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K14_s4_w1B80E8CEA-F547-471D-9DA5-AA32EB125467.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K14_s2_w1E5425E7B-6183-4B0B-8150-EC7E3CAE256E.tif,0,-1,0,-9,1,2160,9,2160
P015098,K14,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K14_s5_w132F5CB97-F442-4EAE-B49B-527C66F63D98.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K14_s3_w1C493A0EB-4817-4114-A9AA-D94A0468064A.tif,0,2160,0,-9,0,2160,9,2160
P015098,K14,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K14_s6_w17279AF53-9664-461A-A159-4A7506902A4F.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K14_s4_w18AF765A2-2078-4C41-A2EB-99920CD82002.tif,0,-1,0,-9,1,2160,9,2160
P015098,K14,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K14_s8_w112453CCB-2915-4CAE-864D-15687734DFCE.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K14_s5_w1DE184A6F-7DD1-40B4-A882-28352343B6DF.tif,0,2160,0,-9,0,2160,9,2160
P015098,K18,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K18_s2_w137D83FC4-05C5-4273-9255-471A6FBC4B28.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K18_s1_w19348782E-0D82-42D6-AA90-86B54FFE981B.tif,0,2160,0,-1,0,2160,1,2160
P015098,K18,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K18_s4_w120B4D64D-F6D2-4643-8EEB-9AE2102C5170.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K18_s2_w11AF32020-ADD0-4A90-8191-A648A59D59F5.tif,0,2160,0,-2,0,2160,2,2160
P015098,K18,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K18_s5_w14FC90D98-52A9-485A-BF56-754997ECE449.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K18_s3_w177710ACC-EFE6-41F6-8618-5F7B8878B373.tif,0,2160,0,-2,0,2160,2,2160
P015098,K18,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K18_s6_w1A6C7AB4B-2815-47BA-8591-DC65A8623FB7.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K18_s4_w1541BEF98-E737-4EAF-AD8C-494A92BCC40D.tif,0,2160,0,-1,0,2160,1,2160
P015098,K18,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K18_s8_w12944BA33-D569-4C4D-B770-57AD4F766AAE.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K18_s5_w118E47801-C93B-4C1E-8D30-4B64B22524A2.tif,0,2160,0,-2,0,2160,2,2160
P015098,K20,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K20_s2_w1E88F394E-E5F1-41E3-B3A7-A6F9E938198E.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K20_s1_w174B3F761-B64E-4FEF-93CE-95287BB33A0C.tif,0,-1,2,2160,1,2160,0,-2
P015098,K20,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K20_s4_w15DCFA01B-5B1C-4D66-AE60-91A3E722877C.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K20_s2_w1C8EF1283-D7D2-4E12-90B2-7FAE74CC2E91.tif,0,2160,1,2160,0,2160,0,-1
P015098,K20,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K20_s5_w1F90CB733-DC60-47AC-AB25-67A6FFFB3C12.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K20_s3_w1190F4118-7C45-43FF-B6BB-8752B6500D49.tif,0,-1,2,2160,1,2160,0,-2
P015098,K20,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K20_s6_w1B4486465-2A8C-4671-9ECC-9F17A35B4335.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K20_s4_w13666194D-A93F-45E6-AC23-259A8D135973.tif,0,-1,2,2160,1,2160,0,-2
P015098,K20,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K20_s8_w154B19CC3-1670-4706-9D20-682C436CF36F.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K20_s5_w1BD565DBA-858E-4AEC-AC5E-2C9B8BD05105.tif,0,2160,2,2160,0,2160,0,-2
P015098,K23,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K23_s2_w1F8C78DEA-98D2-4664-A488-01A8B4F2DBAD.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K23_s1_w153911C2D-C141-4680-B309-7FE8C46CED3A.tif,0,-2,7,2160,2,2160,0,-7
P015098,K23,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K23_s4_w1829494D6-F5A0-4290-9E5A-DA77FDB24F7E.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K23_s2_w1F93E0E26-123C-44FA-9179-AD0671286A7C.tif,0,2160,7,2160,0,2160,0,-7
P015098,K23,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K23_s5_w18312A18E-9F83-4269-9295-5048345A44A4.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K23_s3_w1EFCE6131-3DB9-4D1F-A03D-F9AAE1F51C0A.tif,0,-1,7,2160,1,2160,0,-7
P015098,K23,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K23_s6_w1CB03E0FA-8751-4BCB-B518-F3F2E4A9D823.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K23_s4_w1CC031992-1DB2-4AB4-9BC3-D34EB1E84220.tif,0,-1,7,2160,1,2160,0,-7
P015098,K23,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_K23_s8_w15AF0B69D-402C-4EE9-A955-A6C4CCD48BB0.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K23_s5_w1AC2982A2-C8F2-4434-B8F8-CC1781078D92.tif,0,-1,7,2160,1,2160,0,-7
P015098,L02,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L02_s2_w1058BDC84-677A-45B1-B14B-7F3AE2535F92.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L02_s1_w1A15DE178-BF34-4590-B330-D462CA809B11.tif,0,-2,0,-33,2,2160,33,2160
P015098,L02,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L02_s4_w1D291A491-994D-4764-9175-3E18C1D610B6.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L02_s2_w1E1F3353E-076D-42C5-B216-C8BAC1F8BDEE.tif,0,-2,0,-33,2,2160,33,2160
P015098,L02,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L02_s5_w1214C5BF4-8CBF-4E0F-B7F5-FD44393CCE77.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L02_s3_w16C1EA8C6-384B-4F3E-B2F9-A7B6067D7140.tif,0,-2,0,-33,2,2160,33,2160
P015098,L02,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L02_s6_w1E2AD0603-8BD9-42D6-829E-742C00D4758E.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L02_s4_w11FB1312D-B98B-4643-9575-30EF3B876FDE.tif,0,-2,0,-33,2,2160,33,2160
P015098,L02,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L02_s8_w182780B9E-E23B-4AA7-BFE3-B1F881FF25E2.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L02_s5_w146F88B7B-D3E7-4607-8E76-04550D707EE9.tif,0,-2,0,-33,2,2160,33,2160
P015098,L04,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L04_s2_w1E9F667F0-0401-40E8-A3F5-A79DF122B11B.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L04_s1_w1DE54284C-16E3-4192-AFDF-D06C29D3F4E0.tif,0,-1,0,-28,1,2160,28,2160
P015098,L04,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L04_s4_w17FCA5EF7-A286-4117-87F0-1AFA8C44FEC2.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L04_s2_w1D67BA574-38C7-4E2A-8F14-7E7C5C43D061.tif,0,2160,0,-28,0,2160,28,2160
P015098,L04,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L04_s5_w1278EA9D3-E7F3-4C63-AB63-ADF31F9075AC.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L04_s3_w195CA4F16-1E0E-4630-89B8-93772D0D8944.tif,0,-1,0,-28,1,2160,28,2160
P015098,L04,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L04_s6_w1AF8AB50A-1345-4229-BF10-CFF29F3D7DEA.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L04_s4_w169841DA1-B3C2-4D7E-A368-88E701EAF209.tif,0,2160,0,-28,0,2160,28,2160
P015098,L04,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L04_s8_w1FAE2B303-CCFC-4F26-B2D4-D62B26F9E39C.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L04_s5_w187AC98B8-9F84-4BEC-A334-D5B94460EAF4.tif,0,2160,0,-28,0,2160,28,2160
P015098,L05,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L05_s2_w1144ED06E-74BE-4005-8492-B5BCA166FD82.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L05_s1_w1D7E3890F-AF35-479E-A7B1-A565B0124743.tif,0,2160,0,-26,0,2160,26,2160
P015098,L05,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L05_s4_w1B911CD99-DBCE-43C7-B23D-D61E68356FAE.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L05_s2_w14E184B1F-286C-4D78-8DE0-8ABAD61DB62B.tif,0,2160,0,-27,0,2160,27,2160
P015098,L05,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L05_s5_w135F96591-80EE-4B24-AC4E-CA86C11D5D8C.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L05_s3_w16AA1AD6D-34E2-42EA-B74F-5CD052ADEA66.tif,0,2160,0,-26,0,2160,26,2160
P015098,L05,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L05_s6_w1AD36E395-CD82-4C78-8B67-AD9C0787B830.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L05_s4_w1F9CB7DFA-ADC7-4C83-97C5-CFBD45DC07EF.tif,0,2160,0,-26,0,2160,26,2160
P015098,L05,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L05_s8_w16107F1ED-135E-4D86-B2E4-2A22C0CC473A.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L05_s5_w1816F907E-7EF3-4F87-BEAD-76BF60F8AF3D.tif,0,2160,0,-26,0,2160,26,2160
P015098,L06,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L06_s2_w1043D8B38-1A08-4270-84F5-89E91D3BCD85.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L06_s1_w1D23543DF-2193-4354-A6A5-2D45BF34BA8E.tif,0,2160,0,-25,0,2160,25,2160
P015098,L06,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L06_s4_w10C21AA61-DA5B-44CF-B2B3-60576A96CDCE.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L06_s2_w1897BA24A-7B6A-4576-93C1-CBB16DA373E4.tif,0,2160,0,-25,0,2160,25,2160
P015098,L06,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L06_s5_w1CFEF75FE-87CA-44EE-9DF6-82F2B7C3ED45.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L06_s3_w14B348214-C20B-4FF5-B47B-E70EE306B3B5.tif,0,2160,0,-24,0,2160,24,2160
P015098,L06,s6,s4,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L06_s6_w1B5AAF167-09B1-49D8-8454-B8CE99591606.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L06_s4_w18987B1AF-FA49-48FD-9DC8-11E92B7BC05E.tif,0,2160,0,-24,0,2160,24,2160
P015098,L06,s8,s5,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L06_s8_w13330A666-A111-44D9-9E50-9BAC78146572.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L06_s5_w1C794C33D-977B-4C9D-BC1D-170DD1506D52.tif,0,2160,0,-24,0,2160,24,2160
P015098,L12,s2,s1,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L12_s2_w1A53FDF84-CB6F-4B11-9B93-C55F0D3CFBF1.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L12_s1_w13910A748-B73D-4F6E-821C-015EFC4B1BF7.tif,0,2160,0,-13,0,2160,13,2160
P015098,L12,s4,s2,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L12_s4_w1B87AC003-8E09-41A2-ABEC-595853954999.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L12_s2_w1277B9D88-17E8-4B9A-BF0A-03A4A243E037.tif,0,2160,0,-13,0,2160,13,2160
P015098,L12,s5,s3,specs935-v1-FA-P015098-U2OS-48h-P12-L1_L12_s5_w1A3E3992A-0DE0-471C-85CD-447722A626ED.tif,specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L12_s3_w119C8F1C8-0ABF-4300-AA29-A48A574DF743.tif,1,2160,0,-13,0,-1,13,2160
